date,execution_date,universe,symbol,rank,reason,lookback_start_date,as_of_date,max_lower_circuit_streak,filter_threshold
2025-01-02,2025-01-03,NIFTY_CONSUMER_DURABLES,RAJESHEXPO,13,MARKET_CAP_FILTER,2023-12-26,2025-01-02,0,5
2025-01-02,2025-01-03,NIFTY_FINANCIAL_SERVICES,EDELWEISS,1,MARKET_CAP_FILTER,2023-12-26,2025-01-02,0,5
2025-01-02,2025-01-03,NIFTY_IT,JUSTDIAL,6,MARKET_CAP_FILTER,2023-12-26,2025-01-02,0,5
2025-01-02,2025-01-03,NIFTY_MIDSMALL_HEALTHCARE,COHANCE,9,MARKET_CAP_FILTER,2023-12-26,2025-01-02,0,5
2025-01-03,2025-01-06,NIFTY_CONSUMER_DURABLES,RAJESHEXPO,13,MARKET_CAP_FILTER,2023-12-27,2025-01-03,0,5
2025-01-03,2025-01-06,NIFTY_FINANCIAL_SERVICES,EDELWEISS,1,MARKET_CAP_FILTER,2023-12-27,2025-01-03,0,5
2025-01-03,2025-01-06,NIFTY_IT,JUSTDIAL,6,MARKET_CAP_FILTER,2023-12-27,2025-01-03,0,5
2025-01-03,2025-01-06,NIFTY_MIDSMALL_HEALTHCARE,COHANCE,12,MARKET_CAP_FILTER,2023-12-27,2025-01-03,0,5
2025-01-10,2025-01-13,NIFTY_CONSUMER_DURABLES,RAJESHEXPO,13,MARKET_CAP_FILTER,2024-01-03,2025-01-10,0,5
2025-01-10,2025-01-13,NIFTY_IT,JUSTDIAL,6,MARKET_CAP_FILTER,2024-01-03,2025-01-10,0,5
2025-01-10,2025-01-13,NIFTY_MIDSMALL_HEALTHCARE,COHANCE,6,MARKET_CAP_FILTER,2024-01-03,2025-01-10,0,5
2025-01-17,2025-01-20,NIFTY_IT,JUSTDIAL,7,MARKET_CAP_FILTER,2024-01-10,2025-01-17,0,5
2025-01-21,2025-01-22,NIFTY_IT,JUSTDIAL,7,MARKET_CAP_FILTER,2024-01-12,2025-01-21,0,5
2025-01-31,2025-02-03,NIFTY_IT,JUSTDIAL,7,MARKET_CAP_FILTER,2024-01-25,2025-01-31,0,5
2025-03-21,2025-03-24,NIFTY_FINANCIAL_SERVICES,EDELWEISS,15,MARKET_CAP_FILTER,2024-03-15,2025-03-21,0,5
2025-03-21,2025-03-24,NIFTY_MIDSMALL_HEALTHCARE,COHANCE,4,MARKET_CAP_FILTER,2024-03-15,2025-03-21,0,5
